Business_Type,Business_Name,Reviewer,Review,Rating
Restaurant,Flechazo,Rahul Kolli,"The starters were good . Especially mutton starter , They are many varieties in Chicken then other items .
The ambience is so good and the staff is great .
Jayanta service was very good and food was on time. Thanks to them .",
Restaurant,Flechazo,Sneha Battula,"Flechazo brings together two culinary regions of the the world- The Mediterranean and Asian. It has a minimalistic ambiance with maximised seating which serves as an ideal place for celebration or office gatherings.

Food shots on the conveyor belt has got an amazing response from the customers dining in. Gol Gappas, kachoris and the chaat options are a fun factor that makes up for the DIY concept to the table.

Starters: Stuffed Mushroom is a good option and Veg tempura is well balanced in its spice content.
Main course: You will have a whale of time picking out options in biryani, rice and curries. Leave some space for the pasta though.
Dessert: This section gives a whole new meaning to the term ""spoilt for choice"".

This place is indeed a foodie's delight.",
Restaurant,Flechazo,Meghna Basavaraj,"Visited on 12 may 2019, for lunch with family. Awesome food, comfortable seating, soothing ambience. Booked table through Zomato and received confirmation in 3 minutes!!

Went in early at 11.30am (brunch!). Welcome drink, soup and starters served at the table.. they have a mango festival till end of the month so most of the dishes have mango in them, super delicious.

Apart from the buffet spread, they have live counters for pizza, pasta, chaats (Pani Puri yummm...), sushi, keema kulcha and few others one bite snacks.. starters are aplenty; veg and non veg.. the servers are attentive and helpful.

Desserts was a mix of Indian sweets, pasteries, cheesecakes, fruits, and their speciality liquid nitrogen ice-cream, fun to watch though I am not sure if healthy..

I was surprised with a Mother's Day cake, complements of the restaurant.. that was a wow gesture.. a must visit place for celebrations or whenever you are hungry for variety and lots of food!!",
Restaurant,Flechazo,Bhuvan Reddy,I was there on the Mother’s Day and food was amazing . service by Jayanta ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggd,
Restaurant,Flechazo,Ananya G,"I went to this place for lunch buffet by seeing the high ratings in zomato.

Good things first, the service is excellent! The waiters literally takes care of you when you are there.

Food: nothing great. As am more of a ""starter"" person , I love to have it in abundance but the starters were served on the table which ofcourse it's not served the way you like it. The sushi and Pani Puri were very okay-ish type
Main course was very normal, nothing extra ordinary. Taste of the food was very normal.
In dessert the red velvet cake and jalebi was good.

Service: it's very good and all the servers are trained very well.

Ambience: The place was jammed packed even for a Tuesday lunch. Couldn't enjoy that much as there was rush in front of every counter.

All in all a very okay-ish lunch!",
Restaurant,Flechazo,Sailaja,"Love dis place...
Good in terms of ambience,food & hospitality


Live pizza & smokey ice cream are best...

Highlight was dance steps by the staff for birthday celebrations...",
Restaurant,Flechazo,Ketan SPatil,"Good food
Nice experience

Haleem missing was a bit of disappointment serves so good jayanta ggggggggggggggggggghhhggggggggggggggggggggggggggg",
Restaurant,Flechazo,Abhishek Guha,Excellent service and ambience and very friendly staff. Thank you Ranjan and Sadddam and Raja for the wonderful service. Will surely visit for a fun time again,
Restaurant,Flechazo,PRATIK KALE,Md. Sabir is very good at service. Must try this place if you're nearby.. staff is very professional polite and friendly. They'll make you feel comfortable,
Restaurant,Flechazo,Manikanta Sai Yarlagadda,"Heard about this restaurant from a friend and choose this place to have team lunch.

Rating

Ambiance: 4
Food :3
Service :4

There were many items on list but taste was not so good.

Don't be fooled by word unlimited beverages. only a single type of beverage is unlimited and you can't choose the flavour.

Totally felt disappointed by taste but customer service was good.",
Restaurant,Flechazo,Harshith Batchu,"Good place to hang out with friends , the panipuri on the conveyer belt and making your own pizza are the main highlights for this place....",
Restaurant,Flechazo,Uday Uddanti,"Oh I had so much hope on this place looking at the descriptions and all, but this just turned out to be an imitator of ABs, may be with few concept changes here and there. Ok the food is fine and all but it's just the expectation of being different.",
Restaurant,Flechazo,Vidhatri Reddy,An decent buffet ranging from your own customised pizza to the amazing starters. The place was crowdy even on a week day. Servers and chefs taking personalised comments on food delivered was very satisfying. But the finger food on conveyor belt was cold. The pizza needs flavour and tom yum soup is real disappointment. Couldn’t get to main course but the spread seemed interesting. Would love to visit again.,
Restaurant,Flechazo,Shaayar Shaik,"Place was good for starters and mocktails.
Shabir was handy in service.
Pasta was to the top notch
Prawns were good.
Deserts are love. Must try their mini gulab jamun",
Restaurant,Flechazo,Shiva Sunny,"one of the best place in terms of hospitality, food and ambience. 
Everything was superb.

Staters 5/5
ambience 5/5
main course 5/5
desserts 5/5

best of the buffet is their live counter pizza and smoky ice cream.

It has to be in ur list definitely.",
Restaurant,Flechazo,Krish Bhattacharyya,"4 stars:
Pros:
1.variety of starters
2.option to make pizza,pasta by your own hands
3.good biryani in main course(a rareity now a days!!!)
4.atleast 8 items in desert(the jalebi was specifically good)
5.staff behaviour

Cons:
1.only one soft-drink avialiable,for every day one flavour,so if you are unlucky u have to drink orange juice if you go on tuesday even if u dont like it
2.no hard drinks available

Overall a very nice experience, go and enjoy!!!",
Restaurant,Flechazo,Rajsi Gaikwad,"I absolutely loved this place. Let me begin how comfortable this place is. The sitting is comfortable and the arrangement here is handy. We were served with welcome drinks. Few starters were also placed on a small conveyer belt in a corner which consisted of , chat and fish. later actual starters were served to us on our place. For a non vegetarian prawns and all kinds chicken is a must try. For vegetarian chilly paneer, crispy corn, chilly fries. Here you can make your own pizza as well which helped us to gain some more space for the meal later. The Mediterranean pasta is better than the white one. Later we hurried for lunch because the sweets were waiting. The food was also good. In sweets the gulabjamun with badam kulfi and jalebi with rabdi was good. Even try pan ice cream.
The staff here is courteous and friendly as well.
Overall you can enjoy a happy, long, fun lunch or dinner with your friends/family/colleagues.",
Restaurant,Flechazo,Kiran Kumar Lc,Loved the food here especially baby potato in harissa and sweet chilli barbeque prawn is must try in starters and smoked paan ice is just wow. Mini pizza and pasta is also good here.Thankew Sabir for your awesome service and helping us pick d best one. Had a good dining 😀,
Restaurant,Flechazo,Raj Rathod,"Nice place to visit beautiful ambiance and the service Jayanth, Hasihul and Kushal is awesome,
Finally the taste wonderful we are very happy..",
Restaurant,Flechazo,Rajesh Sudini,Liked the starters and service jayanta kusul hasebul so good ggggggghhhggggggggggggggggggggggggggggggggggggggggggggggggghhhhhhhhhhhhhhgggggggggggg,
Restaurant,Flechazo,Tejasvi Sonkusare,"I loved the food variety. You will get a lot of variety in snacks here. All are lip smacking I bet. The best thing I liked this place is the people serving here. You'll get to experience that personal touch. With every course of meal they take your feedback on how did you like the food, any changes they can make to improve. You can also come here to celebrate your special occasions, they provide cake and also play music for you. We had Mr. Jayanta as our host. He was super humble and served nicely. A big yes for this place!!!",
Restaurant,Flechazo,Vudugula Sai Anvesh,Services is so good jayanta hasebul kusul has so good gggggggggggggggggggggggggggggggggggggjhhghhhhghhgghhghhhgghhggghhhghhggghhgggggggffgghgg,
Restaurant,Flechazo,Amulya Mallidi,"This is one place that provides a very good buffet for the price that you pay. The quality of food is great. They maintain a variety of items across each course.
The fish served as a part of starters was the best I had eaten in a very long time.
Mutton kheema with masala kulcha also deserves a special mention.
The service is good and the staff is courteous too.
But sadly, despite giving clear instructions about the celebrations we had planned at the end, they had messed up with making the arrangement for 2 cakes which they had agreed to provide. This was disappointing and could have been avoided.",
Restaurant,Flechazo,Deep Sanghani,"Soothing Ambience, admirable hospitality by shabir and buffet was delicious in every section,perfect place for family, friends and office colleagues.",
Restaurant,Flechazo,Purnachandra Rao,Very good taste and lot of items. Excellent service. Jayanta hasubul kusul gggggggghhhhhhhhhgggggggggggggggggggggggggggggggggggggggggggggggggg,
Restaurant,Flechazo,David Aseer,"Pleasant experience - good food and excellent service. Courteous staff - Jayanta and Kusal, hasibul Gggggggggggggggggggggggggggggggggggggggggg",
Restaurant,Flechazo,Prasyam Kande,Good Service...Hygenic Food...JAYANTA....KUSHAL...HASEBUL GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGYGGGYGGYYYYGGGGGGGGGGHH,
Restaurant,Flechazo,Vivek Singh,Food is quite awesome. Service provided by jayanta and kushal hasubul were quite good. Ggggggggggggggggggggghghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,
Restaurant,Flechazo,Rudra Prathap Dupam,Ambience is awesome especially Faijul service is good and friendly :) it is a good place for team outing.. overall we had a good experience and fun,
Restaurant,Flechazo,Rupayan Banerjee,It is seldom you see a restaurant with 4.9 rating. My friend and I had come with great expectations. But the restaurant didn't manage to live up to any of it. Even the 2 rating is because the staff was very polite and we had no complains there. Coming to the food: the sushi isn't good. The chef isn't aware that you don't give mayonnaise on sushi but wasabi. The starters were okay and we didn't repeat anything. In spite of being non vegetarians the only item we liked was the crispy corn. Then in aglio olio they used macaroni. The main course had a terrible array of dishes. And none was good. The biriyani had no chicken. The couscous salad had just quinoa and olives. The chocolate ice cream had an overdose of milk. All in all a very forgettable experience. However to reiterate the staff was good and after we politely told him about our experience he insisted on providing something special.,
Restaurant,Flechazo,Surya Prathipati,"I visited Flechazo today with my family. The ambiance is very pleasant. The service provided by Ranjit and Ramjan was excellent. Food was nice we have several options for starters, especially I liked fish starters very much. Main course is also very good. Coming to desserts I love the Ice cream they made on the spot. This provides several food options in all starters, main and desserts. One the best place to try with family.",
Restaurant,Flechazo,Santosh Kumar,Good Food and Friendly staff..Mehrul & Sourab have been best . Best Buffet in town. Fish in starters and Rabdi in desserts are to be tasted must.,
Restaurant,Flechazo,Haritha Bompelli,"very polite service done by shabir, starters Korean tossed chicken, oriental Devilled prawns were excellent. Veg flexhazo style crispy corn is good too",
Restaurant,Flechazo,Esta Philips,"Apart from the starters; the main course, dessert, the wonky table we sat on was just a big disappointment. The ice cream was made with just cream and chocolate sauce with dry ice and that is not good.",
Restaurant,Flechazo,Harsha.thamma,"Very mild and refreshing taste. Best for starters and deserts. Thanks to Ramzan, Ranjit and Pritam for helping out with the dishes and continued follow up with the taste of the dishes.",
Restaurant,Flechazo,Sahul Kumar,"The food was amazing with good ambiance, the staff was very friendly, totally worth the visit. especially Ranjit and pritam we're too good at their job and concerned about their costumers. Visiting here again when in gachibowli.",
Restaurant,Flechazo,Pratyusha972,"Went with a group of 9 people for buffet. The place had nice ambience and excellent food .@Hamid and @kushal’s service was impressive, they even danced with us. It was a really fun experience.",
Restaurant,Flechazo,Navyasri Reddy,Food is awesome here. Had a lot of fun with friends and the service (hamit and koshal) is really good. Starters and desserts are very good here. Ambience is also good.,
Restaurant,Flechazo,Sreeja Kamishetty,Wonderful service and food. Great care by Hamid and kaushal at the table. Enjoyed birthday celebration of my friend. Pizza making experience👌,
Restaurant,Flechazo,Snehalakshmi Vijayanandan,excellent service by shabir... Starters were very good. especially the oriental devilled prawns. the Ambience of the place was lovely. staff were very polite. overall experience 5/5,
Restaurant,Flechazo,Shilpa Prusty,"This place serves buffet for lunch..It is a value for money dine restaurant.Although they claim to be a Mediterranean resto,most of the items served were that of Indian..So , don't go by its name.The service is really good and the chef personally asks your preference and feedback. The complimentary starter can be improved..One thing I liked here is the option for vegetarians.Veg starters were plenty ,be it be live counter or the ones served at table.Cajun potato,corn , pineapple,paneer ,kebab are to name a few.All were good.They serve MOMO ,pasta,pizza too in the counters.
Main course was nice too and had good variety of curries.
Dessert spread was huge . Overall ,a good place.Hope they maintain the same variety at the same cost.",
Restaurant,Flechazo,Ajay Siriki,Service is excellent. Fodd tasted very nice. Ranjit and romjan served to the best. They are polite and friendly. Will visit agian. Ambience is excellent.,
Restaurant,Flechazo,Vamsi Krishna,"Sabir kusal and jaki...Service was excellent , Starter , especially Veg was delicious. We had a great experience with live counters. Desserts were mouthwatering. Overall we we're happy with the atmosphere",
Restaurant,Flechazo,Rajat,"Mr Anup and his team have done a wonderful job and it means a lot to us for celebrating birthday and the best dishes for delivering. We will happy to come here again.

Thank u guys for your humbleness towards customer.",
Restaurant,Flechazo,Dinesh Jordan,"Went here for lunch, it's bit different than usual bbq buffets starters were impressive, service was good. You will get wood fire pizza here, due to heavy crowd when I went the pizza was not baked properly. They can improve in dessert section. Rest all are good and different than regular buffets.",
Restaurant,Flechazo,Vamshi Kishore,"Starters are very good ...on the whole it was delicious and sumptuous buffet... service is really good, especially from one Mr.Jayanta. hasubul",
Restaurant,Flechazo,Sreekanthrao Banda,"Had great fun with kids, family exceptional hospitality especially Ranjit.Good variety food.worth place to have buffet with family.priced good",
Restaurant,Flechazo,Nalin Periwal,Avinash and Apurna was very corteous to serve and the place was friendly with the chef coming to make sure that they are able to serve something different on your plate and make your experience worth while.,
Restaurant,Flechazo,Sumedha Torati,Had good experience here with a new concept of serving food and making your own pizza. Service from Mr.Avinash is superb and overwhelmed to have been attended who served us food till we were full and content.,
Restaurant,Flechazo,Radhakrishna Chava,Nice ambience . Tasty food. Excellent serice by Romjan and Ranjith. My daughter enjoyed making her own pizza and other stalls also good. Thanks.,
Restaurant,Flechazo,Chandu Reddy.,"Great experience! GREAT SERVICE AND FOOD!
AUP SANJIT JAKIRUL WERE EXCELLENT AT SERVICE!
There are some exotic food that is a must try thing at flechazo like prawn orange shots",
Restaurant,Flechazo,Lavanya,"The service is excellent ,special thanks for ranjith and ramjan awsome ,again i just wat to visit again and again thank you alll ,great service",
Restaurant,Flechazo,Praveen,"Very nice food and an excellent service! Had a great time here! Highly recommend for parties!
Anup, Arumay and Zakir - thanks guys for a great service!",
Restaurant,Flechazo,Ketki Shrivastava Bhagat,"Great place and wonderful hospitality. We were served by Ranjit and Ramzan and they are truly sincere and great hosts. Food is good, a must visit!",
Restaurant,Flechazo,Shilpa Jain,"This is just great place. The variety of veg starters are great and value add on is pizza and pasta. The sushi in starters were for the first time I had and this is great. Jayant and Purna were great host. Hasebul, the captain, takes care of everyone very well. 😁😁",
Restaurant,Flechazo,Vedaprakash Y,"Prawns here are really tasty, even veg kekab crispy corn and all other starts are tasty. Even I liked main course especially egg masala ... Service provided by Jayanth is hasubul purno plesant ... Overall nice place to freakout...and celebrate ur memorable occasions.. thanks to flechazo...",
Restaurant,Flechazo,Hena R,"Had wonderful food and good ambience..specially loved the dance by staff...great hospitality..three cheers...Romjana and Ranjith are great ppl..they know how to treat Thier customers well .. excellent job keep it up.,..Hena Rasthapuram",
Restaurant,Flechazo,Epicure,"I feel veg starters shud be improvised, we had mushroom, sweetcorn( which were very dry), kebab ( not properly cooked) n few others starters. They are not that tasty n didnot make a wow impact. Fish starter was awesome, prawn should be cooked more, chicken tikka was ok. Overall not convinced much with taste of starters. Maincourse was far better than starters and desserts were also ok. Can definitely visit but not with huge expectations on taste.",
Restaurant,Flechazo,Goutham Konka,It was a great experience coming here for the first time. Mr. Sabir has served us really well. Would suggest Everyone to visit here at least once.,
Restaurant,Flechazo,Sathish Krishnan,"Food has always been good in Flechazo. Good varieties of starters with unlimited serves. Smoking cold ice cream is a must have experience.

What makes Flechazo is their friendliness and service. Celebrated my son’s and wife’s birthdays here, was so much fun with friends.

Special thanks to their team, Jayanta, Hasibul and many for making this such a pleasant experience.

Love coming to this place again and again and again !",
Amazon,Certified Refurbished Fire HD 10 Tablet,Sandy,I read all of the reviews of If you have the Fire HDX 8.9 don't buy this 10.1 tablet. The resolution is just as good on the 10.1 as the HDX. Starts up faster that the HDX. It's a nice size not a solid square like the IPAD'S. I saved myself 80.00 by buy the refurbished there is nothing wrong with it. I highly recommend this Kindle over than a high priced IPAD.,
Amazon,Certified Refurbished Fire HD 10 Tablet,donna,"I've had 4 kindles and have loved each until now. I tried to save a few bucks by purchasing a refurbished fire 10. I'm so disappointed in its performance. It's slow loading , it freezes up and I have to constantly restart it. Battery life is terrible.",
Amazon,Certified Refurbished Fire HD 10 Tablet,Amazon Customer,This review is about the certified refurbished Fire HD 10 unit I ordered. It looked and acted like a new unit for 80 less. Still trying to decide if I want to give them back 15 to remove the obnoxious adds on the lock screen. They really aren't that bad.,
Amazon,Certified Refurbished Fire HD 10 Tablet,GMA,"I purposely waited almost 4 months before leaving a review. I wanted to see if any issues developed before leaving feedback. I was not disappointed. The refurbished fire arrived in perfect condition, no scratches or wear. I purchased a screen cover immediately to insure it would remain in good shape. After 4 months, it works like a champ. No issues whatsoever. VERY PLEASED and would not hesitate purchasing refurbished item again. Amazon has ALWAYS treated me superbly with any issues I might have with orders or returns.",
Amazon,Certified Refurbished Fire HD 10 Tablet,Sara B,I've owned several different tablets. This one is by far the slowest. And I don't mean it's a little slower. I mean you have to wait up to 2 minutes sometimes for the apps to load onto the screen. Opening apps can be quick or take up to 3 minutes. I've had far more issues with this Fire than any of the others we've owned. If I had realized the difference in speed I would have kept my old one. It's definitely not work the larger screen. It's a crap shoot on a daily basis on how fast it will be. But even on it's fastest day it's significantly slower than the others.,
Amazon,Certified Refurbished Fire HD 10 Tablet,Giacomo,"I've had the Kindle Fire HDX 7 inch tablet for almost 3 years and when I compare it to the Fire HD 10, the earlier tablet comes out the big winner. I find the larger tablet considerably slower. Several apps load quite slowly. The battery is consumed much more quickly. Maybe this is not comparing apples with apples, but I had expected at least the same speed.",
Amazon,Certified Refurbished Fire HD 10 Tablet,gamecrazy,Have had this probably 3 weeks. Wanted to be fair with my review. The battery in my Kindle Fire 8.9 HDX quit talking to the tablet so had to keep it plugged in to use it. Tried the Fire 8 first and just didn't care for how much smaller the screen was. Returned the 8 waited a bit and ordered the Fire 10. Amazon did give me a discount due to my problem with the 8.9. The Fire 10 in my opinion is no comparison to the 8.9. The apps with the 10 works more like smartphone apps. In the first three days it froze up 4 times. I wondered if it was doing this because I had too many apps opened. Once I started closing the apps I wasn't using I haven't had the tablet freeze problem. I do like the bigger screen on the 10 and the colors are sharp and the pictures clear. I also learned that the 8.9 was no longer being supported by Amazon and that meant no updates so eventually a replacement would have been necessary. Why Amazon stopped the 8.9 is beyond me but I'm doing ok now with the 10. If you get it give it some time.,
Amazon,Certified Refurbished Fire HD 10 Tablet,G Fontaine,"I've had my hdx 7 going on 3 years, I love it! I needed a larger screen for my eyes, I'm so glad I went with the refurbished, I've only had to get used to the different op system. I don't use this for gaming or movies, I am an avid reader and this is awesome for increasing the size of the pages and font. I did have some problems downloading my books but that's just me and my lack of kindle tech it shouldn't take me too much longer to get used to this newer system.",
Amazon,Certified Refurbished Kindle E-reader - Black,Dixie Bee,"I have now owned 4 Kindles and just love them! My first one lasted for years and then died of old age and overuse. I had used it so much the printed keypads were all blank. I then got 2 Kindle Fires. I gave one to my daughter and kept the other. I have had no problem with the Fire once I broke down and read some of the direction, if all else fails. Other than operator error I have used it for over a year but it's too heavy for my old overused hands. Not heavy though. Books now give me problems. Even paperbacks. But I then bought the smaller, lighter new Kindle and loved it from the first. I carried in my purse a lot so it froze after a few months. I called customer support and they replaced it with a refurbished one. This time I bought a light weight cover for it. I don't like the added weight of the cover but in order for me to never leave home without it I have to protect it. I have had this one for months and have had no problems. I now have about 600 books awaiting my pleasure! I just looked the Kindles over again. I'm getting paranoid about my little Kindle and am considering having an on site backup although Amazon would get me one here in just a couple of days. Still giving it thought. Basically I love my Kindles and use both of my current ones for different apps.",
Amazon,Certified Refurbished Kindle E-reader - Black,Alex Johnson,Very useful for those who enjoy reading and inspiring those who do not have a habit of reading. Needed for anyone not yet,
Amazon,Certified Refurbished Kindle E-reader - Black,Beaches,I have the kindle fire but was frustrated when taking it to the beach. This model is easy to read on the beach and was easy to set up. You can't tell that it's refurbished - it looks brand new.,
Amazon,Certified Refurbished Kindle E-reader - Black,Amazon Customer,Excelente,
Amazon,Certified Refurbished Kindle E-reader - Black,James H Mann,"DON'T BUY a reburbished Kindle. I've had to return them, twice. Apparently, Amazon's definition of refurbish is to take a Kindle with some problem or defect, simply repackage it and send out again to see if some different customer might take it off their hands.Both times, the 'refurbished' Kindles shorted out in different ways. The Kindles especially liked to misfunction while I was in the middle of working out at the gym.",
Amazon,Certified Refurbished Kindle E-reader - Black,Shannon S.,"The refurbished Kindle looks brand new, I wouldn't even know that it was used. The only down side was that when I opened up the package, the Kindle was already on.",
Amazon,Certified Refurbished Kindle E-reader - Black,Daniel Altenburg,"Bought a refurbished kindle and literally after one month of owning it the device started to freeze. I had to reboot it multiple times and then it would start working. Went on a trip and it worked as it should but as soon as I returned the battery died and I charged it over night and the next morning the screen was frozen with the character reading a book under a tree. I tried all rebooting methods (20 seconds, 40 seconds, 1 minute) and nothing. Called customer service and was on the phone for an hour. Eventually they said that they could only give me 35 off the next purchase of a new kindle. I was pretty bummed out that a refurbished product of their own was not backed by them. I ended up buying a new kindle with the discount they gave me but should have just went with a new one to begin with since I ended up spending the same amount of money and had way more of a headache to deal with. Now I have to figure out what to do with this new Kindle Paper Weight that I have.",
Airline,Air Astana,,"  I had have one of the best experiences with Air Astana because my April trip from Dubai to Ust-Kamenogorsk via Almaty and Astana and back included 6 flights and all  were in time. Different types of aircrafts, such as B767 from DXB to ALA, Airbus 321 long range from ALA to NQZ Astana and Embraer E2 to UKK, all were clean and their condition was also good. Of course in this challenge A321Long range definitely wins because it was brand new. As for food everything was nice and wide choice of beverages is still available as before pandemic. And one more thing I took part in air Astana stop over holidays program for international travellers and my hosting in Almaty and Astana in hotels was very friendly. On international flights airline gives complimentary amenity kit even in economy class. I just have to mention that my screen of entertainment system on my way from Dubai to Almaty didn't work. That's why I took one point from my overall mark.",
Airline,Air Astana,, I fly this airline weekly for Almaty-Baku-Almaty and I have never ever had the flight on time. 40-60 minutes delay is routine for Air Astana. They have to reassess their attitude and schedule because those repetitive delays are not acceptable for what they call 4-star airline. The airline prices are not on level of service they provide either - Disappointing service to be honest.,
Airline,Air Astana,," This is really a different airline. The plane was impeccable, clean, looked young. Cabin staff is really amazing, taking care and checking during the hole flight. Food was exquisite. The Samsonite amenity kit was amazing, sleek and modern. A real pleasure to travel on this airline.",
Airline,Air Astana,,"  I booked with Air Astana for a flight from Tashkent to Astana transiting in Almaty. Our flight was delayed for over an hour in Astana - an additional one hour later than my original booking. This meant that I now have too short a transit time and need to be re-scheduled. I received an SMS advising that I am rescheduled for a morning flight (arrival 10 a.m. the next day instead of 6 pm) I then went into frantic messages to my hotel in Astana cancelling my booking - about AUD100 extra for a few hours! On check-in I was moved to another later flight with no discussion with me. So I am unaware of this, land in Almaty transit and go to the counter to check my hotel voucher. There, I am directed to the amended boarding pass and it is for a night flight arriving 10pm. So, again, frantic messages to my hotel - after over 20 minutes running around to get a Kazakh SIM card - to re-book my room. I found the place now fully booked. Called them and thankfully, they re-booked my room. ",
Airline,Air Astana,,"  The flight that I report was supposed to take place in March 2022, but it never took place. It was cancelled. However, a year after the flight, I haven't got any repayment although I've sent all the necessary documents to the company. All I got was promises. I did try to believe the company and even traveled with Air Astana once again in October 2022. Still, no keeping promises. ",
Airline,Air Astana,, What a nice little airline! Air Astana provides economy passengers with a surprisingly generous amenity bag which was a nice touch. Cutlery was real metal (rare in economy!) The food was really good and the staff were friendly. This is how an airline should be run! Well done guys.,
Airline,Air Astana,,"  It was an amazing experience on all the 4 flights with Air Astana (IST-ALA-DEL and DEL-ALA-IST). Seats were very comfortable with enough leg space. Food was fresh, delicious and filling with lots of options (if you book pre-meal). Airline staff was exceptionally helpful and caring, they were just a bell away. Definitely value for the money.",
Airline,Air Astana,,"  Everything was perfect, but not in Atyrau or in Almaty, no ground service available for business class. No lounge, no private vehicle or at least priority check in. There was a line in Atyrau in business class check in but only one agent was available and service was not welcoming at all. I suggest to provide an access to VIP lounge if you don’t have own lounges in Atyrau and Almaty airports, and add it to the ticket price. In flight service was exceptional. ",
Airline,Air Astana,,"  My flight from Aktobe to Almaty was canceled. I had another flight to Phuket and then from Phuket to Sydney by another airline. Air Astana didn’t provide any option to get to Almaty, they only offered to return money or re-book to 3 weeks later. Call center couldn’t help. I bought by my own ticket to Almaty through Nur-Sultan and requested refund for this segment and compensation of my expenses for ticket I purchased by myself. I haven’t received yet any answer from them from July, 5, 2022.",
Airline,Air Astana,,"  I experienced exceptional customer service from the ground staff who checked in our baggage was professional and exceptional customer orientated. Not only she helped with our special request (which she could easily deny as per rules and which required an extra effort from her side) moreover, she went beyond that. She send an email to the Air Astana representative in Georgia asking for assistance, which we never asked for.  She even accepted a slight extra bag weight and wished us a pleasant flight. Airbus 320 Neo - nice aircraft with comfy chairs. Good selection of movies, would be cool to have some podcasts though! Overall flight was good, rest of the staff did well also.",
Airline,Air Astana,," Thoroughly enjoyed flight from Nur Sultan (Astana) to Frankfurt with Air Astana Sunday 14th Feb 2021, I was travelling from Almaty to Frankfurt via Astana. First leg economy, second leg business. The service on both flights was very good and the food and drink outstanding. Tasty sandwich on the first domestic leg and given plenty of choice and excellent presentation of starter and main course on the international flight. Good Job Air Astana.",
Airline,Air Astana,," I have been using Air Astana on various domestic and international routes for 15 years. I have seen great improvements in this time from the early days. Not only in the quality of the aircraft and facilities but especially in in the cabin services. My recent flight this month highlighted this. Though I travelled economy I found the cabin staff very attentive and helpful. They were polite and supportive and prompt with any requests. The food was excellent, it was breakfast but hot, tasty and filling. The amenities packs are now eco friendly. They contain all those items that one requires on a journey of 3 hours or longer. They look good too. It was a new aircraft that was very clean, with comfy seats and was equipped with an excellent entertainment package. My only concern was travelling during these difficult times and the flight was full, understandably with the reduce number of flights scheduled. The in cabin safety brief, which is excellent and worth watching in all three languages, has had an amendment to relate to the latest pandemic requirements. The cabin crew enforced these rules without fear or favour in a very polite and professional manner. Keep up the good work Air Astana, you are my favourite airline.",
Airline,Air Astana,,"  Poor service with customers. I booked 2 tickets in February and March. The company canceled the flights and sent emails automatically. No clear information or explanation. I tried many times to contact the call-center of the air company to get more information about the flight and discuss the schedule, but no answer. I sent an email immediately but replied after 2 months without detailed information. I have been waiting for a refund for 3 months. This is my first time to face such as poor service and no respect for customers.",
Airline,Air Astana,," Almaty - Saint-Petersburg is my favourite route. Flight was on time. Aircraft was brand new A320NEO (2 months old). Service was excellent, food was very good, choice of beverages perfect. Now airline using eco packs for amenity kits and it looks so good! And also inside of the kit they even put neck pillow, because flight was longer than 5 hours.",
Airline,Air Astana,,"  London Heathrow - Nur Sultan - Almaty in December 2019, returning 8 days later. Check in at LHR was efficient and fast track through security excellent. However the flight was then delayed at the last minute and there was hardly any seating at the gate where we had to wait, no announcements/updates and few staff who seemed a little disorganised and unhelpful. Several passengers including myself had connecting flights which was making people quite agitated as they were unsure what would happen if they missed their connections. Once aboard, the cabin layout and space were excellent. Staff were efficient, polite and you were made to feel very welcome. The food choices were great, very tasty and portion sizes just right. There was a huge choice of drink options too. The seat converted easily to a very low level lay flat bed and I managed to sleep for a few hours. Upon arrival in Nur Sultan I was met off the flight (pre-arranged) and taken through security with a quick stop in the lounge to freshen up before joining my connecting flight on to Almaty. The lady who met me was excellent and couldn’t have been more helpful. It was a huge help to me as I was travelling alone and there was very limited time to pass from international to domestic and then find my onward flight to Almaty. She spoke perfect English and made the transfer very smooth for me. The flight to ALA was good. Plenty of leg room and great adjustments on the seat, especially for leg support, but perhaps more tricky to climb out of from a window seat than the previous flight layout. The breakfast menu was excellent as you could choose anything from a pastry and coffee right up to a full cooked breakfast. The cabin crew served this efficiently in a limited time frame. My return journey was equally enjoyable. On the Nur Sultan to LHR leg there were about 40% seats not occupied in business class which made the experience even more special as the staff had more time to ensure you were comfortable. It was nice to be able to enjoy this leg during daylight hours as I’d slept a chunk of the outward version of this leg! All in all I really enjoyed my first experience with Air Astana. The only disappointment was the initial delays at Heathrow, the area we had to wait and how these were handled by the ground staff there.",
Airline,Air Astana,,"  I want to say thank you to the Nomad Club team. Recently I had a trip from Almaty to Dubai, this trip was quite difficult, we went through all sorts of delays to weather and other reasons, flight changes, etc. Once this trip was over I described everything to Air Astana Customer care, and I was very satisfied with their response and actions. ",
Airline,Air Astana,,"  Almaty to Bishkek. Have flown this route number of times in past year sometimes via TSE, the older version of Embraer used which in my view is more comfortable than the new model in their fleet. All Sectors on schedule, very pleasant crew.",
